item1,item2,n,correlation
adorer,tarte,36,0.0810539555317463
cuire,tarte,36,0.10572192041719074
trouver,tarte,36,0.17127553544845464
beurre,tarte,36,0.0710976009516262
simple,idée,36,0.14945750106049252
NA,orange,36,0.02959230846051398
délice,diminuer,36,0.14911918124675538
super,cake,36,0.044531653688234
ajouter,cake,36,0.16549949157299665
délicieux,froid,36,0.11516685206442424
blanc,monter,36,0.2497068120102295
adorer,monter,36,0.0879389547625975
facile,rester,36,0.06521662593651249
simple,rester,36,0.11229981521372571
petit,problème,36,0.08932652161677869
bon,problème,36,0.10556349707857036
délicieux,redire,36,0.11757991727672518
bon,redire,36,0.11153793999313345
refaire,redire,36,0.16180093078604607
couche,délicieux,35,0.08691247602166778
oublier,délicieux,35,0.08502772766756547
huile,délicieux,35,0.05944635894485744
yaourt,délicieux,35,0.06711012353750223
ajoute,utiliser,35,0.2020346170351822
devenir,utiliser,35,0.10965176539693466
gourmand,utiliser,35,0.10571036650915723
ingrédient,utiliser,35,0.10926793149132631
inviter,fruit,35,0.08082786835293071
soupe,fruit,35,0.10547336320943733
poudre,fruit,35,0.03511809358815765
refaire,fraise,35,0.055253660688258564
exceller,fraise,35,0.132571451397531
facile,fraise,35,0.03656638298177721
donner,quantité,35,0.06913572656602476
gras,quantité,35,0.18714547837266282
jaune,faire,35,0.17890392974237973
mascarpone,NA,35,0.09032839731381462
idéal,petit,35,0.14912834820064927
ressembler,petit,35,0.07627613263137724
miam,petit,35,0.04522640647812056
maïzena,petit,35,0.153681599034141
cake,petit,35,0.12342739330295935
pouvoir,bon,35,0.0846990108407829
agréable,bon,35,0.06515037477111324
incorporer,bon,35,0.08343765750362456
couche,bon,35,0.1053696840250548
saler,bon,35,0.07299698940829452
demi,bon,35,0.06464802272275696
croustillant,bon,35,0.2000082147485682
attendre,bon,35,0.08822020783237437
commentaire,succès,35,0.12068786690054828
léger,succès,35,0.0532810336311064
meilleur,succès,35,0.0720027932001083
confiture,super,35,0.04339583200406087
caramel,super,35,0.0934439158384602
oublier,super,35,0.12803873861560847
doubler,super,35,0.05797012354869227
déguster,super,35,0.11229403096866816
redire,super,35,0.10980740361416184
gros,monde,35,0.0859124491186474
eau,monde,35,0.07530107292708509
indiquer,monde,35,0.11649523483599747
devenir,monde,35,0.11305589327818154
an,monde,35,0.12437059776609585
également,monde,35,0.04640637263842924
inviter,régaler,35,0.09309032799008417
moule,régaler,35,0.04931086037503707
poudre,régaler,35,0.08447469941979636
sucrer,prendre,35,0.07022631490672351
rajouter,prendre,35,0.09278637266941579
régal,simplement,35,0.11138274400227524
chocolat,simplement,35,0.01962601109170161
fraise,refaire,35,0.055253660688258564
mousse,refaire,35,0.1219907290052773
repas,refaire,35,0.12915544077756877
redemander,refaire,35,0.15872069492936253
dur,refaire,35,0.05361603469061704
déguster,refaire,35,0.11389515723230946
flan,recette,35,0.061745012627263854
abricot,recette,35,0.035935531585049814
mieux,prochain,35,0.13327607388000723
dommage,prochain,35,0.12509310955513092
mets,prochain,35,0.06834450011176645
vite,prochain,35,0.06916026810427228
réduire,prochain,35,0.09623229367139943
succulent,prochain,35,0.14649591567745185
préparer,prochain,35,0.07862733974022804
place,essayer,35,0.09336082090884236
pomme,essayer,35,0.06409142917105189
prochain,mieux,35,0.13327607388000723
simple,mieux,35,0.039785477390935055
cuisson,mieux,35,0.07027044076279247
décevoir,dessert,35,0.03682906401237474
également,dessert,35,0.1265547096043319
laisser,dessert,35,0.0892244738644686
soupe,dessert,35,0.09002471383887445
petit,idéal,35,0.14912834820064927
facile,idéal,35,0.08205846354641881
sucre,idéal,35,0.04660172946476136
refaire,mousse,35,0.1219907290052773
parfaire,heure,35,0.09463546987177154
fraise,exceller,35,0.132571451397531
épais,exceller,35,0.036870044626297324
classique,exceller,35,0.11939311626181373
respecter,exceller,35,0.048303592059390645
fraise,facile,35,0.03656638298177721
idéal,facile,35,0.08205846354641881
base,facile,35,0.06435343327088426
oublier,facile,35,0.12005591631337909
respecter,facile,35,0.018837781636669115
problème,facile,35,0.10297805930015883
servi,réaliser,35,0.09861049673643885
dose,réaliser,35,0.1098835589091669
sachet,réaliser,35,0.06982541984748222
fondant,réaliser,35,0.06475489921737353
goûter,réaliser,35,0.06429427339309435
morceau,réaliser,35,0.054797441302615706
mieux,simple,35,0.039785477390935055
eau,simple,35,0.02883141960732601
plat,simple,35,0.04284689202302636
beau,simple,35,0.07721404836897537
aimer,glace,35,0.10856740220158646
cuire,glace,35,0.02803208426521275
manger,glace,35,0.14202096386155585
petit,ressembler,35,0.07627613263137724
réaliser,servi,35,0.09861049673643885
frais,servi,35,0.19558567905955804
fruit,inviter,35,0.08082786835293071
régaler,inviter,35,0.09309032799008417
sabler,mettre,35,0.08645020182359024
jaune,mettre,35,0.1265616039195467
succès,commentaire,35,0.12068786690054828
fond,commentaire,35,0.15169367997109898
grand,commentaire,35,0.09386859777918341
manger,commentaire,35,0.07559730619673376
place,suivi,35,0.12573680427467857
devenir,suivi,35,0.1618622995822117
réduire,suivi,35,0.132149928777536
part,lettre,35,0.12791619900545279
léger,lettre,35,0.07671017678904982
manger,lettre,35,0.07492809430472006
moule,lettre,35,0.11667463311474276
minute,lettre,35,0.11596214900626446
amande,lettre,35,0.1280297971558219
dessert,décevoir,35,0.03682906401237474
sucrer,décevoir,35,0.05771326970579021
régal,décevoir,35,0.028810769921098694
temps,décevoir,35,0.11096946361634064
moule,décevoir,35,0.15205537683044007
parfaire,long,35,0.05570030201665526
délice,pourtant,35,0.07123834921323045
lettre,part,35,0.12791619900545279
mets,part,35,0.11901624337500619
morceau,part,35,0.14235125131829174
monde,gros,35,0.0859124491186474
prochain,dommage,35,0.12509310955513092
sucrer,dommage,35,0.0827693851986107
gâteau,dommage,35,0.10224532351973342
sucre,partie,35,0.031224876677707188
prendre,sucrer,35,0.07022631490672351
décevoir,sucrer,35,0.05771326970579021
dommage,sucrer,35,0.0827693851986107
réussi,sucrer,35,0.03950560234067899
jus,sucrer,35,0.07088623981275918
goûter,sucrer,35,0.07946956094208484
préparer,sucrer,35,0.07289451830046358
commentaire,fond,35,0.15169367997109898
moelleux,fond,35,0.07598993998796513
adorer,cas,35,0.12280898895846444
mets,min,35,0.15771647561331284
coup,min,35,0.11863871873771031
sachet,min,35,0.09595733549852925
prochain,mets,35,0.06834450011176645
part,mets,35,0.11901624337500619
min,mets,35,0.15771647561331284
moelleux,mets,35,0.1409951748704408
cuillère,mets,35,0.2471072860885578
four,mets,35,0.15695138626143285
minute,mets,35,0.18794200151280957
lait,mets,35,0.13022984232281148
fondant,blanc,35,0.0729707396228442
cannelle,blanc,35,0.018559458364954495
essayer,place,35,0.09336082090884236
suivi,place,35,0.12573680427467857
régal,place,35,0.07918698993220231
cuillère,place,35,0.1021937958190597
noix,crème,35,0.028929786342826804
mal,crème,35,0.09165125226647562
laisser,crème,35,0.050594998006293856
idéal,sucre,35,0.04660172946476136
partie,sucre,35,0.031224876677707188
miel,sucre,35,0.062488495638640375
maïzena,sucre,35,0.1303150272042384
garde,goût,35,0.09772372267119887
classique,goût,35,0.07841327717877779
réussite,goût,35,0.07018215613497329
muffin,goût,35,0.15228204335598125
mauvais,goût,35,0.13833202991340476
vrai,conseil,35,0.07030078336347974
résultat,conseil,35,0.06591804622098608
parfaire,framboise,35,0.06739354381710533
aimer,mélanger,35,0.07923788971400697
quantité,donner,35,0.06913572656602476
excellent,donner,35,0.02871469354028426
rajouter,donner,35,0.09553783478212166
donner,excellent,35,0.02871469354028426
coco,excellent,35,0.004684605518525859
succulent,excellent,35,0.14309519554701536
hésiter,excellent,35,0.10044575755317407
servi,frais,35,0.19558567905955804
cuire,frais,35,-0.02126402599992364
farine,frais,35,0.049141176547365016
mélange,frais,35,0.13454881089193618
succès,léger,35,0.0532810336311064
lettre,léger,35,0.07671017678904982
devoir,léger,35,0.10861995642795211
boule,ajouter,35,0.083481259925116
mari,ajouter,35,0.052566893114072366
biscuit,ajouter,35,0.015844912555492353
réussite,ajouter,35,0.1085424169851809
doubler,ajouter,35,0.09391802467070343
fleur,ajouter,35,0.17288279293126427
monter,ajouter,35,0.1117028208652347
parfaire,fondre,35,0.021626796691490736
monde,eau,35,0.07530107292708509
simple,eau,35,0.02883141960732601
trouver,tenir,35,0.10599425309896235
parfaire,sympa,35,0.08455704343609076
prochain,vite,35,0.06916026810427228
moelleux,vite,35,0.09528053091962028
conseil,vrai,35,0.07030078336347974
devoir,vrai,35,0.12618573344042364
effectivement,vrai,35,0.15536199352126395
vanillé,vrai,35,0.08825845255411889
ingrédient,vrai,35,0.14397406240911104
tarte,vrai,35,0.036343922703225444
simplement,régal,35,0.11138274400227524
décevoir,régal,35,0.028810769921098694
place,régal,35,0.07918698993220231
mari,régal,35,0.09885355965470319
pépite,régal,35,0.18811504711552107
réduire,régal,35,0.12030624306658252
monde,indiquer,35,0.11649523483599747
trouver,indiquer,35,0.1577449908723394
chocolat,indiquer,35,0.04848017098777842
fond,moelleux,35,0.07598993998796513
mets,moelleux,35,0.1409951748704408
vite,moelleux,35,0.09528053091962028
cake,moelleux,35,0.31756254519540217
dommage,gâteau,35,0.10224532351973342
mal,gâteau,35,0.06651445984451311
fille,gâteau,35,0.349942791521141
ingrédient,gâteau,35,0.12560363939244829
four,tester,35,0.08328111285176187
sec,tester,35,0.06309463521467608
vanille,tester,35,0.03190525781352124
poudre,tester,35,0.07390298821004809
cas,adorer,35,0.12280898895846444
classique,adorer,35,0.1499926312651823
original,adorer,35,0.022892659455585357
mets,cuillère,35,0.2471072860885578
place,cuillère,35,0.1021937958190597
famille,cuillère,35,0.11212111973418967
léger,devoir,35,0.10861995642795211
vrai,devoir,35,0.12618573344042364
minute,devoir,35,0.17340351320145672
délice,devoir,35,0.08168931083171972
heure,parfaire,35,0.09463546987177154
long,parfaire,35,0.05570030201665526
framboise,parfaire,35,0.06739354381710533
fondre,parfaire,35,0.021626796691490736
sympa,parfaire,35,0.08455704343609076
obtenir,parfaire,35,0.10350772803369075
boule,parfaire,35,0.11393237062405451
biscuit,parfaire,35,0.018074504207887088
muffin,parfaire,35,0.10379563565923806
mets,four,35,0.15695138626143285
tester,four,35,0.08328111285176187
lieu,four,35,0.14090308572324833
four,lieu,35,0.14090308572324833
aimer,lieu,35,0.05006437290332773
lait,lieu,35,0.11181684721966095
rajouter,lieu,35,0.13377171756536915
farine,lieu,35,0.20918127842823336
parfaire,obtenir,35,0.10350772803369075
mieux,cuisson,35,0.07027044076279247
épais,cuisson,35,0.12742414090264506
gras,cuisson,35,0.055915025468888525
glace,aimer,35,0.10856740220158646
mélanger,aimer,35,0.07923788971400697
lieu,aimer,35,0.05006437290332773
coco,aimer,35,0.08277755819551144
laisser,aimer,35,0.036397782020354506
noir,aimer,35,0.12869885607974985
recommander,aimer,35,0.05489880795832988
ingrédient,aimer,35,0.1076897150271339
attention,aimer,35,0.0655331937199533
goût,garde,35,0.09772372267119887
utiliser,ajoute,35,0.2020346170351822
beurre,ajoute,35,0.08221809274698358
super,confiture,35,0.04339583200406087
glace,cuire,35,0.02803208426521275
frais,cuire,35,-0.02126402599992364
pépite,cuire,35,0.08949152074900518
réduire,cuire,35,0.15953353939221576
citron,cuire,35,0.04591939090063849
recommander,cuire,35,0.07650961377263055
recette,flan,35,0.061745012627263854
décevoir,temps,35,0.11096946361634064
proportion,temps,35,0.05513193262284237
top,temps,35,0.0772257211094423
tester,sec,35,0.06309463521467608
commentaire,grand,35,0.09386859777918341
recommander,falloir,35,0.05530865663356434
vrai,effectivement,35,0.15536199352126395
glace,manger,35,0.14202096386155585
commentaire,manger,35,0.07559730619673376
lettre,manger,35,0.07492809430472006
citron,manger,35,0.11394779057103713
rhum,manger,35,0.10321645567068718
utiliser,devenir,35,0.10965176539693466
monde,devenir,35,0.11305589327818154
suivi,devenir,35,0.1618622995822117
délice,devenir,35,0.1599760787224495
coco,rapide,35,0.15104966225817465
min,coup,35,0.11863871873771031
lait,coup,35,0.07254272749580537
essayer,pomme,35,0.06409142917105189
simple,plat,35,0.04284689202302636
tester,vanille,35,0.03190525781352124
noix,vanille,35,0.06341521162225043
rhum,vanille,35,0.11568450399036423
noix,enfant,35,0.08022263815791562
fondant,enfant,35,0.08919590265809699
tenir,trouver,35,0.10599425309896235
indiquer,trouver,35,0.1577449908723394
beau,trouver,35,0.12896687351811853
ajouter,boule,35,0.083481259925116
parfaire,boule,35,0.11393237062405451
pépite,pâte,35,0.07348456725074858
réduire,pâte,35,0.06303871710783125
dose,pâte,35,0.034434994696849235
manque,pâte,35,0.06067753093838379
monde,an,35,0.12437059776609585
ajouter,mari,35,0.052566893114072366
régal,mari,35,0.09885355965470319
régaler,moule,35,0.04931086037503707
lettre,moule,35,0.11667463311474276
décevoir,moule,35,0.15205537683044007
levure,moule,35,0.16103297953110812
laisser,moule,35,0.18492836642596744
rhum,moule,35,0.1429597699208303
refaire,repas,35,0.12915544077756877
monde,également,35,0.04640637263842924
dessert,également,35,0.1265547096043319
régal,pépite,35,0.18811504711552107
cuire,pépite,35,0.08949152074900518
pâte,pépite,35,0.07348456725074858
simplement,chocolat,35,0.01962601109170161
indiquer,chocolat,35,0.04848017098777842
dose,chocolat,35,0.07161561709144867
dur,chocolat,35,0.12725158755810523
beau,chocolat,35,0.09194445847512166
temps,proportion,35,0.05513193262284237
utiliser,gourmand,35,0.10571036650915723
lettre,minute,35,0.11596214900626446
mets,minute,35,0.18794200151280957
devoir,minute,35,0.17340351320145672
fondant,minute,35,0.21172903898268622
attention,minute,35,0.16888211428147884
ajoute,beurre,35,0.08221809274698358
coco,beurre,35,0.05328198421516961
noisette,beurre,35,0.11483857833170152
succulent,beurre,35,0.07306138987181825
lourd,beurre,35,0.11416528291236797
crème,noix,35,0.028929786342826804
vanille,noix,35,0.06341521162225043
enfant,noix,35,0.08022263815791562
excellent,coco,35,0.004684605518525859
aimer,coco,35,0.08277755819551144
rapide,coco,35,0.15104966225817465
beurre,coco,35,0.05328198421516961
pourtant,délice,35,0.07123834921323045
devoir,délice,35,0.08168931083171972
devenir,délice,35,0.1599760787224495
génial,délice,35,0.11384944339227557
ami,délice,35,0.13680301494774746
voir,délice,35,0.09565872779531122
petit,miam,35,0.04522640647812056
moule,levure,35,0.16103297953110812
remplacer,levure,35,0.09654961528640857
conseil,résultat,35,0.06591804622098608
sachet,résultat,35,0.05739239335703006
ingrédient,résultat,35,0.10974015610061856
tarte,résultat,35,0.14362270800111662
farine,texture,35,0.12104201552068747
remplacer,texture,35,0.10487273949136856
facile,base,35,0.06435343327088426
lettre,amande,35,0.1280297971558219
prochain,réduire,35,0.09623229367139943
suivi,réduire,35,0.132149928777536
régal,réduire,35,0.12030624306658252
cuire,réduire,35,0.15953353939221576
pâte,réduire,35,0.06303871710783125
réaliser,dose,35,0.1098835589091669
pâte,dose,35,0.034434994696849235
chocolat,dose,35,0.07161561709144867
mets,lait,35,0.13022984232281148
lieu,lait,35,0.11181684721966095
coup,lait,35,0.07254272749580537
vanillé,lait,35,0.1250419301872494
exceller,épais,35,0.036870044626297324
cuisson,épais,35,0.12742414090264506
prendre,rajouter,35,0.09278637266941579
donner,rajouter,35,0.09553783478212166
lieu,rajouter,35,0.13377171756536915
bon,pouvoir,35,0.0846990108407829
frais,farine,35,0.049141176547365016
lieu,farine,35,0.20918127842823336
texture,farine,35,0.12104201552068747
sucrer,réussi,35,0.03950560234067899
ajouter,biscuit,35,0.015844912555492353
parfaire,biscuit,35,0.018074504207887088
crème,mal,35,0.09165125226647562
gâteau,mal,35,0.06651445984451311
remplacer,mal,35,0.07406335168260796
beurre,noisette,35,0.11483857833170152
prochain,succulent,35,0.14649591567745185
excellent,succulent,35,0.14309519554701536
beurre,succulent,35,0.07306138987181825
recette,abricot,35,0.035935531585049814
réaliser,sachet,35,0.06982541984748222
min,sachet,35,0.09595733549852925
résultat,sachet,35,0.05739239335703006
remplacer,sachet,35,0.08931599221261598
vrai,vanillé,35,0.08825845255411889
lait,vanillé,35,0.1250419301872494
exceller,classique,35,0.11939311626181373
